X,Y,code_loc,name,region,departemen,commune,nbre_hbts,couverture,exist_ZB,icon_url
-14.1961176063174,13.2235295288661,"230",BADIARA FILY,,,,,,,./0.png
-15.5642451797982,12.6249237860411,"231",BADIARY,,,,,,,./0.png
-16.3894879599362,12.517900696716,"232",BADIATTE GRAND,,,,,,,./0.png
-16.4340731457992,12.5168711439077,"233",BADIATTE SOUGHER (BADIAT,,,,,,,./0.png
-16.0600122094477,15.7767540362129,"234",BADIENG,,,,,,,./0.png
-15.705048201596,13.1077854414279,"235",BADIMBOUR,,,,,,,./0.png
-15.3791736084867,13.1171606616109,"236",BADINDING,,,,,,,./0.png
-15.6165439810672,13.2223862363619,"237",BADINDING DOULO,,,,,,,./0.png
-12.448620624795,12.5131761722141,"238",BADING,,,,,,,./0.png
-15.4439716923995,12.6281712108467,"239",BADING,,,,,,,./0.png
-15.7706874765083,13.2535872807603,"240",BADIOCOUNDA,,,,,,,./0.png
-14.3568598482398,13.0796816349128,"241",BADION,,,,,,,./0.png
-15.2894429412281,13.0691074698215,"242",BADION FALY,,,,,,,./0.png
-15.2766357025664,13.065260315472,"243",BADION LISS,,,,,,,./0.png
-15.2858513432621,13.058088573144,"244",BADION SIBOTO,,,,,,,./0.png
-16.2925275804843,13.1191782529254,"245",BADIONCOTO,,,,,,,./0.png
-16.5802012181151,13.0607962229092,"246",BADIONKOTO,,,,,,,./0.png
-13.8555188953995,12.7431258908664,"247",BADIOU BANTANG,,,,,,,./0.png
-11.8011057503716,12.8371277837761,"248",BADIOULA,,,,,,,./0.png
-16.1450714629034,12.8739044340745,"249",BADIOURE,,,,,,,./0.png
-15.7820603059395,15.5445908490891,"250",BADJI,,,,,,,./0.png
-15.5750113902939,14.8317463506056,"251",BADJI,,,,,,,./0.png
-15.8526319067783,12.6930044568656,"252",BADJI COUNDA MANJAQUE,,,,,,,./0.png
-15.7837769209186,15.5423428193774,"253",BADJI LAMDOU,,,,,,,./0.png
-15.8672241999418,12.6970622668425,"254",BADJICOUNDA BAYNOUCK,,,,,,,./0.png
-16.5531921533655,12.5275911590653,"255",BADJIGUI,,,,,,,./0.png
-15.5670530215173,12.6831066528415,"256",BADJIMOR,,,,,,,./0.png
-15.5126146014691,12.5906387165237,"257",BADOBAR DOUMA,,,,,,,./0.png
-15.5076217369089,12.5891109797979,"258",BADOBAR SANTO,,,,,,,./0.png
-16.4118654552882,13.8815100741563,"259",Badokh,,,,,,,./0.png
-12.3745936809143,12.91726291014,"260",BADON,,,,,,,./0.png
-16.4130023627114,13.8782582741438,"261",BADOUDOU,,,,,,,./0.png
-15.4997013089453,12.8232751261525,"262",BADOUGHA,,,,,,,./0.png
-15.6957002513445,12.9780026820788,"263",BAFABANTANG,,,,,,,./0.png
-15.6859305563949,12.9827034146858,"264",BAFABANTANG MANJAQUE,,,,,,,./0.png
-15.8380290686851,12.4612651150016,"265",BAFARA II,,,,,,,./0.png
-15.9819523463577,12.9057869973169,"266",BAFATA,,,,,,,./0.png
-15.8295392559162,12.4592929844078,"267",BAFATA,,,,,,,./0.png
-15.8392403074454,12.4688115888777,"268",BAFATA BRAME,,,,,,,./0.png
-14.1406160158489,12.7645951654263,"269",BAFATA DEMBA,,,,,,,./0.png
-16.2499950094776,12.4582266657708,"270",BAFFA BAYOTTE,,,,,,,./0.png
-16.4057703026093,12.4693766791454,"271",BAFICAN,,,,,,,./0.png
-16.0667913528973,15.8039019112476,"272",BAFOU,,,,,,,./0.png
-16.1053849006769,15.908191845532,"273",BAFOU NDIAYE,,,,,,,./0.png
-12.3449202154212,12.8306971712535,"274",BAFOUNDOU,,,,,,,./0.png
-13.1638617557731,13.6354503640184,"275",BAGADADJI,,,,,,,./0.png
-12.9982905579445,13.4243321592551,"276",BAGADADJI,,,,,,,./0.png
-15.5999999874842,13.0264272545673,"277",BAGADADJI,,,,,,,./0.png
-14.6260702519889,12.8495449007803,"278",BAGADADJI,,,,,,,./0.png
-15.0433261951378,12.80462959213,"279",BAGADADJI,,,,,,,./0.png
-13.4297002305354,13.5228540112981,"280",Bagadadji,,,,,,,./0.png
-13.5464272248975,13.636708858973,"281",BAGADADJI (BOUNKILING),,,,,,,./0.png
-16.3167185001682,12.4063765162166,"282",BAGAME,,,,,,,./0.png
-15.6413413783803,14.117176416177,"283",BAGANA,,,,,,,./0.png
-16.7543570598292,14.1850632103265,"284",BAGANA OUOLOF,,,,,,,./0.png
-16.7620875124768,14.206019974038,"285",BAGANA SERERE,,,,,,,./0.png
-16.3975143735087,12.7286389753833,"286",BAGAYA,,,,,,,./0.png
-14.1395060304799,13.2158406799304,"287",BAGAYOGO,,,,,,,./0.png
-15.7825801228404,14.5417762308613,"288",BAGDAD,,,,,,,./0.png
